Datetime,Acreage,TotalFloor,TotalBedroom,TotalBathroom,HouseUtilities,HouseMinusPoint,RoomMultipurpose,OuterUtilities,HouseType,City,District,Price,million/m2,Longitude,Latitude
2023,130.0,1,7.0,6.0,4,0,4,4,Bán Nhà riêng,TP Hồ Chí Minh,Quận 12,9.2,70.76923076923077,106.66420925636413,10.861410750000001
2023,65.0,1,2.0,2.0,2,0,1,10,Bán Nhà riêng,Đà Nẵng,Ngũ Hành Sơn,2.9,44.61538461538461,108.26277454198583,16.00402
2023,90.0,10,5.0,4.0,5,0,4,10,Bán Nhà riêng,Hà Nội,Hai Bà Trưng,14.0,155.55555555555554,105.8552245,21.012198
2023,30.0,2,2.0,2.0,3,0,0,4,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,3.7,123.33333333333331,106.6403038,10.8440568
2023,38.0,9,3.0,3.0,5,0,0,9,Bán Nhà riêng,TP Hồ Chí Minh,Bình Thạnh,4.4,115.78947368421052,106.5878711,10.8041602
2023,45.0,2,2.0,2.0,0,0,0,3,Bán Nhà riêng,TP Hồ Chí Minh,Tân Phú,3.9,86.66666666666667,106.7261695,10.727068
2023,45.0,2,2.0,2.0,0,0,0,3,Bán Nhà riêng,TP Hồ Chí Minh,Tân Phú,3.9,86.66666666666667,106.7261695,10.727068
2023,51.0,11,4.0,5.0,7,0,3,4,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,12.7,249.0196078431373,106.6403038,10.8440568
2023,50.0,8,4.0,3.0,4,1,1,9,Bán Nhà mặt phố,Hà Nội,Đống Đa,25.0,500.0,105.77366865,21.075303599999998
2023,160.0,1,3.0,3.0,0,0,0,2,Bán Nhà mặt phố,Cà Mau,Cà Mau,4.5,28.125,105.1519707,9.1782047
2023,48.0,4,4.0,5.0,3,0,2,7,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,7.4,154.16666666666666,106.6403038,10.8440568
2023,128.0,1,3.0,2.0,3,0,2,2,Bán Nhà riêng,Đồng Nai,Vĩnh Cửu,1.08,8.4375,107.05314571946911,11.242703899999999
2023,76.0,4,4.0,2.0,2,1,0,6,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Tân,7.5,98.6842105263158,106.65227606400094,10.8030656
2023,75.0,4,3.0,3.0,2,0,0,4,Bán Nhà mặt phố,Bắc Ninh,Từ Sơn,3.65,48.66666666666666,105.9568611,21.113309
2023,85.0,3,3.0,3.0,2,0,0,9,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,5.6,65.88235294117646,106.65227606400094,10.8030656
2023,48.0,8,4.0,3.0,1,0,3,0,Bán Nhà riêng,Hải Phòng,Hồng Bàng,3.15,65.625,106.64442867897043,20.8763328
2023,44.0,2,2.0,2.0,3,0,0,8,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,3.57,81.13636363636364,106.65227606400094,10.8030656
2023,40.0,3,4.0,4.0,1,0,1,7,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,4.65,116.25,106.65227606400094,10.8030656
2023,60.0,3,3.0,4.0,2,0,1,5,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Tân,4.8,80.0,106.65227606400094,10.8030656
2023,48.0,3,4.0,4.0,4,0,1,7,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,5.1,106.25,106.65227606400094,10.8030656
2023,61.0,3,4.0,4.0,3,1,3,6,Bán Nhà riêng,Bình Dương,Thuận An,3.2,52.459016393442624,106.6990779,10.9035106
2023,52.0,7,4.0,5.0,4,0,3,13,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Tân,5.5,105.76923076923076,106.65227606400094,10.8030656
2023,18.0,5,2.0,3.0,6,0,0,7,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,2.2,122.22222222222224,106.65227606400094,10.8030656
2023,56.0,2,2.0,2.0,4,0,0,6,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,4.5,80.35714285714286,106.65227606400094,10.8030656
2023,50.0,1,2.0,2.0,6,1,0,3,Bán Nhà riêng,Hà Nội,Hà Đông,3.15,63.0,105.7749566,20.9702189
2023,52.0,6,4.0,5.0,2,0,3,4,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,9.8,188.46153846153845,106.6403038,10.8440568
2023,105.0,6,5.0,2.0,1,0,1,4,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,8.0,76.19047619047619,106.6403038,10.8440568
2023,115.0,2,3.0,2.0,6,0,1,9,Bán Nhà mặt phố,Đà Nẵng,Sơn Trà,6.2,53.91304347826087,108.2647075,16.12049
2023,48.0,10,4.0,5.0,10,0,4,6,Bán Nhà riêng,Hải Phòng,Hồng Bàng,5.9,122.91666666666669,106.64442867897043,20.8763328
2023,36.0,1,3.0,2.0,6,0,1,3,Bán Nhà riêng,Hà Nội,Long Biên,3.4,94.44444444444444,105.8921527,21.0257066
2023,50.2056171306037,3,3.0,3.0,3,0,1,0,Bán Nhà riêng,TP Hồ Chí Minh,Tân Bình,5.5,109.54949494381138,106.66523106900442,10.797672200000001
2023,78.0,12,4.0,4.0,4,0,3,2,Bán Nhà riêng,Hải Phòng,Hồng Bàng,13.2,169.23076923076923,106.64442867897043,20.8763328
2023,56.0,2,2.0,2.0,2,0,0,3,Bán Nhà mặt phố,TP Hồ Chí Minh,Thủ Đức,4.7,83.92857142857143,106.7617899,10.8298295
2023,36.0,2,2.0,2.0,1,0,0,6,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,3.45,95.83333333333331,106.65227606400094,10.8030656
2023,50.0,3,3.0,3.0,1,0,0,7,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,5.5,110.0,106.65227606400094,10.8030656
2023,106.0,4,3.0,2.0,1,0,1,5,Bán Nhà mặt phố,TP Hồ Chí Minh,Quận 9,4.9,46.22641509433962,106.7715507,10.8311346
2023,36.0,2,2.0,2.0,2,0,0,8,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,3.5,97.22222222222224,106.65227606400094,10.8030656
2023,50.0,4,4.0,4.0,3,0,1,7,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,5.9,118.0,106.65227606400094,10.8030656
2023,35.0,3,2.0,3.0,1,0,0,3,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Thạnh,3.88,110.85714285714286,106.5878711,10.8041602
2023,65.0,2,3.0,3.0,1,0,1,5,Bán Nhà riêng,TP Hồ Chí Minh,Bình Chánh,2.7,41.53846153846154,106.51488582967849,10.7500035
2023,42.0,1,2.0,2.0,0,0,0,4,Bán Nhà riêng,TP Hồ Chí Minh,Tân Phú,3.2,76.19047619047619,106.7261695,10.727068
2023,20.0,5,2.0,2.0,5,0,1,1,Bán Nhà riêng,TP Hồ Chí Minh,Quận 11,2.5,125.0,106.6475594370616,10.7659529
2023,30.0,3,2.0,2.0,6,0,1,4,Bán Nhà riêng,TP Hồ Chí Minh,Tân Phú,4.1,136.66666666666666,106.7261695,10.727068
2023,40.0,3,2.0,3.0,1,0,2,3,Bán Nhà riêng,TP Hồ Chí Minh,Tân Bình,4.9,122.5,106.66523106900442,10.797672200000001
2023,60.0,1,4.0,3.0,3,0,0,7,Bán Nhà riêng,Hà Nội,Đống Đa,10.3,171.66666666666666,105.77366865,21.075303599999998
2023,51.0,7,4.0,6.0,4,0,0,9,Bán Nhà riêng,Hà Nội,Đống Đa,12.8,250.98039215686276,105.77366865,21.075303599999998
2023,120.0,2,3.0,2.0,1,0,0,3,Bán Nhà mặt phố,Bình Dương,Tân Uyên,1.05,8.75,106.795688,11.0600684
2023,32.0,1,1.0,2.0,2,0,0,5,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Tân,3.05,95.3125,106.65227606400094,10.8030656
2023,1226.0,3,4.0,3.0,0,0,1,4,Bán Nhà mặt phố,TP Hồ Chí Minh,Phú Nhuận,3.26,2.65905383360522,106.6798916250364,10.8010732
2023,120.0,1,5.0,3.0,7,0,1,7,Bán Nhà mặt phố,Bắc Ninh,Từ Sơn,7.1,59.16666666666666,105.9568611,21.113309
2023,33.0,4,2.0,2.0,1,0,0,5,Bán Nhà riêng,TP Hồ Chí Minh,Quận 11,2.95,89.39393939393939,106.6475594370616,10.7659529
2023,60.0,8,4.0,4.0,4,0,2,6,Bán Nhà riêng,Bình Dương,Thuận An,3.3,55.0,106.6990779,10.9035106
2023,35.0,1,3.0,4.0,5,0,0,8,Bán Nhà riêng,Hà Nội,Cầu Giấy,4.55,130.0,105.80343767219591,21.02916475
2023,53.0,1,1.0,1.0,1,0,0,3,Bán Nhà riêng,TP Hồ Chí Minh,Tân Phú,4.3,81.13207547169812,106.7261695,10.727068
2023,72.0,3,3.0,3.0,2,0,0,8,Bán Nhà riêng,TP Hồ Chí Minh,Quận 12,5.2,72.22222222222223,106.66420925636413,10.861410750000001
2023,40.0,1,3.0,2.0,1,0,0,3,Bán Nhà mặt phố,TP Hồ Chí Minh,Quận 8,3.0,75.0,106.62949387003158,10.7220335
2023,58.0,2,2.0,2.0,3,0,0,7,Bán Nhà riêng,TP Hồ Chí Minh,Tân Phú,5.5,94.82758620689656,106.7261695,10.727068
2023,60.0,1,3.0,2.0,1,0,0,3,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,5.0,83.33333333333333,106.6403038,10.8440568
2023,35.0,2,2.0,2.0,0,0,0,2,Bán Nhà riêng,TP Hồ Chí Minh,Bình Thạnh,3.5,100.0,106.5878711,10.8041602
2023,43.0,1,2.0,1.0,2,0,0,2,Bán Nhà riêng,Hà Nội,Hà Đông,4.4,102.32558139534883,105.7749566,20.9702189
2023,100.0,4,5.0,6.0,4,0,0,5,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Thạnh,3.9,39.0,106.5878711,10.8041602
2023,132.0,4,6.0,4.0,1,0,1,2,Bán Nhà mặt phố,TP Hồ Chí Minh,Phú Nhuận,3.6,27.272727272727277,106.6798916250364,10.8010732
2023,42.0,1,3.0,1.0,1,0,0,0,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,4.6,109.52380952380952,106.6403038,10.8440568
2023,30.0,1,1.0,2.0,2,0,2,1,Bán Nhà riêng,Hà Nội,Nam Từ Liêm,6.8,226.66666666666663,105.7814958,21.0151072
2023,39.0,5,5.0,6.0,11,2,2,5,Bán Nhà riêng,Hà Nội,Bắc Từ Liêm,7.5,192.30769230769232,105.7731348,21.0717183
2023,108.0,2,3.0,2.0,0,0,0,0,Bán Nhà riêng,TP Hồ Chí Minh,Bình Thạnh,11.2,103.70370370370372,106.5878711,10.8041602
2023,38.0,2,2.0,2.0,3,0,0,3,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,2.7,71.05263157894737,106.6403038,10.8440568
2023,26.0,4,2.0,2.0,3,0,0,9,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,2.3,88.46153846153847,106.65227606400094,10.8030656
2023,60.0,4,2.0,2.0,1,0,0,3,Bán Nhà riêng,TP Hồ Chí Minh,Tân Phú,4.65,77.5,106.7261695,10.727068
2023,96.0,1,2.0,1.0,1,0,0,1,Bán Nhà riêng,Đồng Nai,Vĩnh Cửu,0.82,8.541666666666666,107.05314571946911,11.242703899999999
2023,20.0,4,1.0,1.0,3,0,0,4,Bán Nhà mặt phố,TP Hồ Chí Minh,Thủ Đức,2.15,107.5,106.7617899,10.8298295
2023,70.0,1,2.0,2.0,0,0,0,6,Bán Nhà riêng,TP Hồ Chí Minh,Hóc Môn,0.6,8.571428571428571,106.57635314823773,10.878345
2023,46.0,2,3.0,3.0,0,0,3,9,Bán Nhà mặt phố,Bình Dương,Thuận An,2.45,53.26086956521739,106.6990779,10.9035106
2023,48.0,5,6.0,5.0,13,0,1,7,Bán Nhà riêng,Hà Nội,Long Biên,4.8,100.0,105.8921527,21.0257066
2023,45.0,1,4.0,5.0,8,1,1,7,Bán Nhà riêng,Hà Nội,Thanh Xuân,6.3,140.0,105.8143014,20.9936873
2023,71.0,5,3.0,3.0,0,0,0,3,Bán Nhà mặt phố,Hà Nội,Gia Lâm,15.5,218.3098591549296,105.97050129109073,21.0238721
2023,36.0,1,4.0,5.0,3,0,2,4,Bán Nhà riêng,Hà Nội,Đống Đa,5.5,152.77777777777777,105.77366865,21.075303599999998
2023,41.0,2,3.0,2.0,1,0,1,8,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Tân,5.2,126.82926829268293,106.65227606400094,10.8030656
2023,26.0,5,3.0,4.0,5,0,2,3,Bán Nhà riêng,Hà Nội,Thanh Xuân,3.8,146.15384615384616,105.8143014,20.9936873
2023,66.0,5,4.0,5.0,2,0,1,2,Bán Nhà mặt phố,TP Hồ Chí Minh,Tân Bình,8.5,128.78787878787878,106.66523106900442,10.797672200000001
2023,30.0,1,3.0,4.0,4,0,0,6,Bán Nhà riêng,Hà Nội,Cầu Giấy,3.5,116.66666666666669,105.80343767219591,21.02916475
2023,100.0,2,3.0,2.0,1,0,1,4,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,4.8,48.0,106.65227606400094,10.8030656
2023,47.0,1,5.0,4.0,5,0,1,0,Bán Nhà riêng,Hà Nội,Hai Bà Trưng,4.6,97.87234042553192,105.8552245,21.012198
2023,50.0,1,4.0,3.0,4,0,3,3,Bán Nhà riêng,Hà Nội,Nam Từ Liêm,5.15,103.0,105.7814958,21.0151072
2023,72.0,4,4.0,2.0,6,0,1,5,Bán Nhà riêng,Đồng Nai,Biên Hòa,3.57,49.583333333333336,106.8226134,10.9509538
2023,44.0,2,2.0,2.0,1,0,0,4,Bán Nhà riêng,Hà Nội,Thanh Xuân,2.8,63.63636363636363,105.8143014,20.9936873
2023,93.5,14,4.0,6.0,8,1,6,10,Bán Nhà riêng,Hà Nội,Hai Bà Trưng,14.0,149.7326203208556,105.8552245,21.012198
2023,24.0,1,3.0,4.0,1,0,0,3,Bán Nhà riêng,Hà Nội,Nam Từ Liêm,3.59,149.58333333333334,105.7814958,21.0151072
2023,48.0,4,4.0,3.0,3,0,2,4,Bán Nhà riêng,Hải Phòng,Hồng Bàng,3.25,67.70833333333333,106.64442867897043,20.8763328
2023,53.0,4,4.0,5.0,2,0,0,1,Bán Nhà riêng,Hà Nội,Long Biên,3.45,65.09433962264151,105.8921527,21.0257066
2023,50.0,8,4.0,3.0,3,0,2,3,Bán Nhà riêng,Hải Phòng,Hồng Bàng,3.2,64.0,106.64442867897043,20.8763328
2023,47.0,4,4.0,6.0,5,0,2,4,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,8.8,187.2340425531915,106.6403038,10.8440568
2023,88.0,2,3.0,2.0,0,0,1,0,Bán Nhà riêng,TP Hồ Chí Minh,Quận 9,6.5,73.86363636363636,106.7715507,10.8311346
2023,30.0,1,3.0,4.0,4,1,2,2,Bán Nhà riêng,Hà Nội,Hoàng Mai,3.99,133.0,105.85744654567378,20.9755354
2023,60.0,2,2.0,2.0,1,0,2,8,Bán Nhà riêng,TP Hồ Chí Minh,Quận 12,4.0,66.66666666666667,106.66420925636413,10.861410750000001
2023,27.0,3,2.0,2.0,1,0,0,3,Bán Nhà riêng,TP Hồ Chí Minh,Tân Bình,2.85,105.55555555555556,106.66523106900442,10.797672200000001
2023,45.0,1,3.0,4.0,7,0,2,7,Bán Nhà riêng,Hà Nội,Cầu Giấy,6.5,144.44444444444446,105.80343767219591,21.02916475
2023,60.0,2,2.0,2.0,1,0,2,7,Bán Nhà riêng,TP Hồ Chí Minh,Quận 12,5.0,83.33333333333333,106.66420925636413,10.861410750000001
2023,53.0,2,2.0,3.0,1,0,0,3,Bán Nhà riêng,TP Hồ Chí Minh,Quận 12,4.0,75.47169811320755,106.66420925636413,10.861410750000001
2023,64.0,2,3.0,3.0,1,0,2,8,Bán Nhà riêng,TP Hồ Chí Minh,Quận 12,4.0,62.5,106.66420925636413,10.861410750000001
2023,60.0,1,2.0,2.0,1,0,2,9,Bán Nhà riêng,TP Hồ Chí Minh,Quận 12,4.0,66.66666666666667,106.66420925636413,10.861410750000001
2023,65.0,1,2.0,2.0,1,1,0,2,Bán Nhà mặt phố,TP Hồ Chí Minh,Quận 11,4.8,73.84615384615384,106.6475594370616,10.7659529
2023,36.0,4,4.0,3.0,2,0,2,4,Bán Nhà riêng,Hà Nội,Hà Đông,2.7,75.0,105.7749566,20.9702189
2023,38.0,2,2.0,2.0,3,1,1,2,Bán Nhà riêng,TP Hồ Chí Minh,Tân Phú,4.1,107.89473684210526,106.7261695,10.727068
2023,35.0,8,4.0,2.0,2,0,1,13,Bán Nhà riêng,Hà Nội,Hà Đông,3.4,97.14285714285714,105.7749566,20.9702189
2023,51.0,1,1.0,1.0,0,0,0,2,Bán Nhà riêng,Hà Nội,Hà Đông,4.95,97.05882352941175,105.7749566,20.9702189
2023,35.0,8,4.0,2.0,1,1,1,1,Bán Nhà riêng,Hà Nội,Hà Đông,6.65,190.0,105.7749566,20.9702189
2023,49.0,8,4.0,3.0,3,0,0,5,Bán Nhà riêng,Hà Nội,Hà Đông,5.8,118.36734693877553,105.7749566,20.9702189
2023,57.0,21,4.0,3.0,4,0,1,1,Bán Nhà riêng,Hà Nội,Hà Đông,9.1,159.64912280701753,105.7749566,20.9702189
2023,38.0,10,4.0,4.0,2,0,1,7,Bán Nhà riêng,Hà Nội,Hà Đông,5.3,139.47368421052633,105.7749566,20.9702189
2023,93.0,7,4.0,5.0,2,0,0,2,Bán Nhà riêng,Hà Nội,Hà Đông,7.85,84.40860215053763,105.7749566,20.9702189
2023,30.0,6,2.0,2.0,1,0,0,1,Bán Nhà riêng,Hà Nội,Hà Đông,2.75,91.66666666666669,105.7749566,20.9702189
2023,30.0,6,2.0,2.0,1,0,0,1,Bán Nhà riêng,Hà Nội,Hà Đông,2.75,91.66666666666669,105.7749566,20.9702189
2023,65.0,1,5.0,4.0,10,0,2,2,Bán Nhà riêng,Hà Nội,Nam Từ Liêm,7.3,112.3076923076923,105.7814958,21.0151072
2023,40.0,6,4.0,5.0,2,0,0,3,Bán Nhà riêng,Hà Nội,Cầu Giấy,5.5,137.5,105.80343767219591,21.02916475
2023,53.2,2,2.0,2.0,2,1,1,7,Bán Nhà riêng,TP Hồ Chí Minh,Hóc Môn,1.45,27.25563909774436,106.57635314823773,10.878345
2023,60.0,7,2.0,2.0,3,0,0,8,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Tân,3.75,62.5,106.65227606400094,10.8030656
2023,60.0,3,4.0,4.0,2,0,1,5,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Tân,5.45,90.83333333333331,106.65227606400094,10.8030656
2023,35.0,3,4.0,3.0,3,0,1,2,Bán Nhà riêng,Hà Nội,Hoàng Mai,3.75,107.14285714285714,105.85744654567378,20.9755354
2023,45.0,1,4.0,5.0,7,0,0,7,Bán Nhà riêng,Hà Nội,Thanh Xuân,7.18,159.55555555555554,105.8143014,20.9936873
2023,41.0,1,2.0,2.0,2,0,1,1,Bán Nhà riêng,Đồng Nai,Biên Hòa,1.3,31.70731707317073,106.8226134,10.9509538
2023,54.0,3,4.0,3.0,5,0,2,4,Bán Nhà riêng,TP Hồ Chí Minh,Quận 9,4.9,90.74074074074076,106.7715507,10.8311346
2023,90.0,1,2.0,9.0,1,0,1,1,Bán Nhà riêng,Đồng Nai,Biên Hòa,2.0,22.22222222222222,106.8226134,10.9509538
2023,68.0,4,4.0,3.0,4,1,0,8,Bán Nhà riêng,Hà Nội,Thanh Xuân,10.6,155.88235294117646,105.8143014,20.9936873
2023,60.0,6,2.0,5.0,5,0,0,7,Bán Nhà riêng,Đà Nẵng,Sơn Trà,2.8,46.66666666666666,108.2647075,16.12049
2023,36.0,12,9.0,8.0,0,0,0,2,Bán Nhà riêng,Hà Nội,Thanh Xuân,5.3,147.22222222222223,105.8143014,20.9936873
2023,36.0,9,2.0,2.0,3,0,1,11,Bán Nhà riêng,Hà Nội,Thanh Xuân,4.35,120.83333333333331,105.8143014,20.9936873
2023,35.0,3,3.0,3.0,3,0,3,5,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,4.85,138.57142857142858,106.6403038,10.8440568
2023,42.0,10,4.0,3.0,1,0,2,3,Bán Nhà riêng,Hà Nội,Thanh Xuân,5.75,136.9047619047619,105.8143014,20.9936873
2023,50.0,1,1.0,1.0,0,0,0,0,Bán Nhà mặt phố,Hải Phòng,Hồng Bàng,8.3,166.0,106.64442867897043,20.8763328
2023,56.0,8,4.0,4.0,2,0,0,8,Bán Nhà riêng,Hà Nội,Thanh Xuân,5.45,97.32142857142856,105.8143014,20.9936873
2023,70.0,1,2.0,2.0,0,0,0,1,Bán Nhà mặt phố,Bình Dương,Bến Cát,0.58,8.285714285714286,106.59996125428177,11.1319415
2023,140.0,1,1.0,1.0,0,0,0,5,Bán Nhà riêng,Hà Nội,Long Biên,16.8,120.0,105.8921527,21.0257066
2023,44.0,3,3.0,3.0,5,0,1,4,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,4.7,106.8181818181818,106.6403038,10.8440568
2023,50.0,2,2.0,2.0,1,0,0,4,Bán Nhà mặt phố,TP Hồ Chí Minh,Quận 9,3.3,66.0,106.7715507,10.8311346
2023,62.0,3,4.0,4.0,6,0,5,7,Bán Nhà mặt phố,TP Hồ Chí Minh,Tân Phú,7.5,120.96774193548389,106.7261695,10.727068
2023,46.0,2,3.0,2.0,1,0,2,5,Bán Nhà riêng,TP Hồ Chí Minh,Tân Phú,4.95,107.6086956521739,106.7261695,10.727068
2023,80.0,18,2.0,8.0,10,0,3,4,Bán Nhà riêng,Hà Nội,Cầu Giấy,29.0,362.5,105.80343767219591,21.02916475
2023,61.0,4,2.0,2.0,2,0,0,3,Bán Nhà mặt phố,Hải Phòng,Lê Chân,14.2,232.78688524590163,106.68148578171201,20.83556265
2023,78.0,6,5.0,5.0,1,0,2,3,Bán Nhà mặt phố,TP Hồ Chí Minh,Tân Phú,12.3,157.69230769230768,106.7261695,10.727068
2023,46.0,2,2.0,2.0,3,0,0,1,Bán Nhà,TP Hồ Chí Minh,Tân Phú,3.19,69.34782608695652,106.7261695,10.727068
2023,50.0,2,3.0,2.0,2,0,2,6,Bán Nhà,TP Hồ Chí Minh,Phú Nhuận,4.5,90.0,106.6798916250364,10.8010732
2023,100.0,2,2.0,2.0,4,0,2,8,Bán Nhà riêng,Long An,Đức Hòa,0.8,8.0,106.43380220306233,10.882814799999998
2023,63.0,4,4.0,5.0,2,0,3,2,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,8.4,133.33333333333334,106.6403038,10.8440568
2023,35.0,1,4.0,4.0,2,0,3,3,Bán Nhà riêng,Hà Nội,Đống Đa,3.5,100.0,105.77366865,21.075303599999998
2023,80.0,6,4.0,5.0,0,1,0,1,Bán Nhà riêng,TP Hồ Chí Minh,Quận 9,3.9,48.75,106.7715507,10.8311346
2023,80.0,6,4.0,5.0,0,1,0,1,Bán Nhà riêng,TP Hồ Chí Minh,Quận 9,3.9,48.75,106.7715507,10.8311346
2023,125.0,7,4.0,3.0,6,0,4,1,Bán Nhà riêng,Thừa Thiên Huế,Huế,2.5,20.0,107.5863388,16.4639321
2023,32.0,5,5.0,3.0,1,0,2,2,Bán Nhà riêng,Hà Nội,Cầu Giấy,3.85,120.3125,105.80343767219591,21.02916475
2023,35.0,6,6.0,2.0,3,0,2,2,Bán Nhà riêng,Hà Nội,Cầu Giấy,6.15,175.71428571428572,105.80343767219591,21.02916475
2023,50.0,5,6.0,4.0,3,0,2,1,Bán Nhà riêng,Hà Nội,Đống Đa,6.2,124.0,105.77366865,21.075303599999998
2023,80.0,3,4.0,4.0,3,0,1,8,Bán Nhà mặt phố,TP Hồ Chí Minh,Bình Tân,6.1,76.25,106.65227606400094,10.8030656
2023,190.0,4,6.0,6.0,7,1,0,6,Bán Nhà mặt phố,Hà Nội,Hoàng Mai,35.0,184.21052631578948,105.85744654567378,20.9755354
2023,15.0,4,2.0,2.0,3,0,0,1,Bán Nhà riêng,Hà Nội,Cầu Giấy,1.8,120.0,105.80343767219591,21.02916475
2023,37.0,8,4.0,3.0,5,1,1,8,Bán Nhà riêng,Hà Nội,Hà Đông,2.8,75.67567567567568,105.7749566,20.9702189
2023,21.0,2,2.0,2.0,2,0,0,1,Bán Nhà riêng,TP Hồ Chí Minh,Gò Vấp,2.46,117.14285714285714,106.6403038,10.8440568
2023,76.0,2,6.0,5.0,1,0,3,4,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,6.1,80.26315789473684,106.65227606400094,10.8030656
2023,48.0,3,2.0,2.0,2,0,0,7,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,5.5,114.58333333333331,106.65227606400094,10.8030656
2023,48.0,3,2.0,2.0,2,0,0,7,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,5.5,114.58333333333331,106.65227606400094,10.8030656
2023,41.0,12,4.0,3.0,0,1,2,1,Bán Nhà riêng,Hải Phòng,Lê Chân,4.1,100.0,106.68148578171201,20.83556265
2023,60.0,6,4.0,6.0,16,0,2,8,Bán Nhà riêng,Hà Nội,Long Biên,11.5,191.66666666666663,105.8921527,21.0257066
2023,60.0,4,3.0,4.0,3,0,2,5,Bán Nhà riêng,TP Hồ Chí Minh,Bình Tân,4.8,80.0,106.65227606400094,10.8030656
2023,62.0,8,2.0,3.0,4,0,0,2,Bán Nhà riêng,Hà Nội,Long Biên,5.8,93.5483870967742,105.8921527,21.0257066
2023,78.0,2,2.0,2.0,3,0,2,9,Bán Nhà mặt phố,TP Hồ Chí Minh,Thủ Đức,6.8,87.17948717948718,106.7617899,10.8298295
2023,98.0,1,3.0,3.0,1,0,0,7,Bán Nhà,TP Hồ Chí Minh,Thủ Đức,4.2,42.85714285714285,106.7617899,10.8298295
2023,64.0,4,5.0,5.0,2,0,1,5,Bán Nhà riêng,TP Hồ Chí Minh,Phú Nhuận,13.5,210.9375,106.6798916250364,10.8010732
2023,64.0,4,5.0,5.0,2,0,1,5,Bán Nhà riêng,TP Hồ Chí Minh,Phú Nhuận,13.5,210.9375,106.6798916250364,10.8010732
2023,110.0,1,2.0,2.0,2,0,1,1,Bán Nhà riêng,Đồng Nai,Biên Hòa,2.7,24.545454545454547,106.8226134,10.9509538
2023,50.0,4,2.0,2.0,3,0,1,4,Bán Nhà mặt phố,TP Hồ Chí Minh,Thủ Đức,4.7,94.0,106.7617899,10.8298295
2023,48.0,5,4.0,3.0,4,0,0,3,Bán Nhà riêng,Hà Nội,Hà Đông,6.7,139.58333333333334,105.7749566,20.9702189
2023,44.0,5,3.0,4.0,1,0,1,0,Bán Nhà riêng,TP Hồ Chí Minh,Bình Thạnh,6.7,152.27272727272728,106.5878711,10.8041602
2023,33.0,1,2.0,3.0,1,1,0,3,Bán Nhà riêng,Hà Nội,Nam Từ Liêm,3.9,118.1818181818182,105.7814958,21.0151072
2023,63.0,2,3.0,3.0,2,0,0,2,Bán Nhà riêng,TP Hồ Chí Minh,Bình Thạnh,7.5,119.04761904761904,106.5878711,10.8041602
2023,69.0,4,7.0,7.0,4,0,1,4,Bán Nhà,TP Hồ Chí Minh,Tân Bình,8.2,118.84057971014492,106.66523106900442,10.797672200000001
2023,60.24674055672444,1,2.0,1.0,4,0,0,3,Bán Nhà,TP Hồ Chí Minh,Thủ Đức,6.6,109.54949494381138,106.7617899,10.8298295
2023,53.40052003891484,1,3.0,4.0,2,0,0,2,Bán Nhà riêng,Hà Nội,Cầu Giấy,5.85,109.54949494381138,105.80343767219591,21.02916475
2023,75.0,4,3.0,3.0,2,0,0,4,Bán Nhà mặt phố,Bắc Ninh,Từ Sơn,5.1,68.0,105.9568611,21.113309
